pincode,circle,region,division,offices
799142,North Eastern Circle,Shillong HQ Region,Agartala Division,"Muhuripur S.O, Charakbai B.O, Muhuri Ratanpur B.O"
799143,North Eastern Circle,Shillong HQ Region,Agartala Division,"Manubazar S.O, Amlighat B.O, Bhuratali B.O, Bishnupur B.O, Dakshin Fulcherri B.O, Dakshin Manubankul B.O, Guachand B.O, Magurcherra B.O, Satchand B.O, Sindukpathar B.O, Srinagar B.O, Poangbari B.O"
799144,North Eastern Circle,Shillong HQ Region,Agartala Division,"Santirbazar S.O, Bagafa B.O, Baikhora B.O, Betaga B.O, East Bagafa B.O, Kanchannagar B.O, Kathaliacherra B.O, Laxmicherra B.O, Lowgang B.O, Manpather B.O, Purba Manu B.O, Radhakishoreganj B.O, Urrat Takmacherra B.O, Uttar Debipur B.O"
799145,North Eastern Circle,Shillong HQ Region,Agartala Division,"Sabroom S.O, Baishnabpur B.O, Bijoynagar B.O, Chalitacherra B.O, Doulbari B.O, Harbatali B.O, Harina Bazar B.O, Jalefa Bazar B.O, Kathalcherri B.O, Ludhua B.O, Ludhua Tea Estate B.O, Rupaicherri B.O, Sonaicherri B.O"
799150,North Eastern Circle,Shillong HQ Region,Agartala Division,"Rajnagar S.O (South Tripura), Kasari B.O"
799153,North Eastern Circle,Shillong HQ Region,Agartala Division,"Radhanagar S.O (West Tripura), Rangamura B.O"
799155,North Eastern Circle,Shillong HQ Region,Agartala Division,"Beloniya S.O, Abhoyganj Bazar B.O, Barpathari B.O, Baspadua B.O, Belonia aerodrome B.O, Chittamara B.O, Dakshin Sonaicharri B.O, Debipur B.O, Matai B.O, Paschim Pipariakhola B.O, Sarasima B.O, South Bharat Ch.Nagar B.O, Subashnagar B.O, Uttar Bharat Ch Nagar B.O, Uttar Sonaicherri B.O"
799156,North Eastern Circle,Shillong HQ Region,Agartala Division,"Hrishyamukh S.O, Madhabnagar B.O, Nalua B.O, Samarendraganj B.O, South Krishnagar B.O"
799157,North Eastern Circle,Shillong HQ Region,Agartala Division,"Anandapur S.O (South Tripura), Chottakhola B.O, Gouranga Bazar B.O, Dimatali B.O, Gabtali B.O, Puran Rajbari B.O, Siddhinagar B.O, South srirampur B.O"
799201,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Khowai S.O, Agagartilla B.O, Asharambari B.O, Bachaibari B.O, Banbazar B.O, Belcherra B.O, Behalabari B.O, Champahaor B.O, East Bachaibari B.O, Gakulbari B.O, Ganki B.O, Karingicherra B.O, Khowai T. E B.O, Paharmora B.O, Paschim Belcherra B.O, Paschim Laxmicherra B.O, Ratanpurbazar B.O, Samatal Padmabil B.O, Singicherra B.O, Subashpark B.O"
799202,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,Khowai Court S.O
799203,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Kalyanpur S.O (West Tripura), Barmaidan Bazar B.O, Dakshin Promode L. L.Colony B.O, Durgapur B.O, Dwarikapur B.O, Ghilatali B.O, Kalyanpur T. E B.O, Moharcherra B.O, Paschim Kalyanpur B.O, Paschim Kunjaban B.O, Paschim Santinagar B.O, Ramdayal Lendless Colony B.O, Ratia B.O, Tablabari B.O, Uttat Pulinpur B.O"
799204,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Kulaibazar S.O, Balarambazar B.O, Nalicherra B.O"
799205,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Teliamura S.O, Ataromura B.O, Barmura Project B.O, Brahmacherra B.O, Chakmaghat B.O, Golabari B.O, Hadrai B.O, Howaibari B.O, Karailong B.O, Khasiamangal B.O, Maharanipur B.O, Maigonga B.O, Mongtukupara B.O, Nabakumar Rankhal Para B.O, Nunacherra B.O, Rupacherra B.O, Uttar Gakulnagar B.O, Kalitilla B.O, Netajinagar B.O"
799207,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Chebri S.O, Baijalbari B.O, Bharatsardarbari B.O, Chankhala B.O, Gouranga Tilla B.O, Paglabari B.O, Rajnagar Khowai B.O, Ramchandraghat B.O, Sonatala B.O, Uttarchebri B.O"
799210,North Eastern Circle,Shillong HQ Region,Agartala Division,"Kamalghat S.O, Bodhjungnagar B.O, Kalibazar B.O, Chechuria B.O, Fatikchhera B.O, Harendranagar T. B.O, Laifunga B.O, Lembucherra B.O"
799211,North Eastern Circle,Shillong HQ Region,Agartala Division,"Mohanpur S.O (West Tripura), Baikunthapur B.O, Bamutia B.O, Barkathalia B.O, Bijoynagar Bazar B.O, Chachubazar B.O, Dighalia Bazar B.O, Kalacherra T.E. B.O, Kalkalia T.E. B.O, Madhuchoudhurypara B.O, Patnipara B.O, Subalsing B.O, Taranagar B.O, Tarapur B.O, Thamakari B.O, Uttar debendranagar B.O"
799212,North Eastern Circle,Shillong HQ Region,Agartala Division,"Sidhai S.O, Balubon B.O, Darogamura B.O, Ishanpur B.O, Simna B.O, Simna Colony B.O, Sonaram Bazar B.O, Sundartilla B.O, Uttar Dasgharia B.O"
799250,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,Dharmanagar H.O
799251,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Chandrapur S.O (North Tripura), Bakbaki B.O, Baruakandi B.O, Bhagyapur B.O, Dighalbak B.O, Gobindapur B.O, Huruah B.O, Ichailalcherra B.O, Ichaisonapur B.O, Kalacherra B.O, Paschimchandrapur B.O, Pratyekroy B.O, Raghna B.O, Sakaibari B.O, Sonarurbassa B.O, Nayapara N.D B.O, Thana Road B.O"
799253,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Rajbari S.O, Algapur B.O, Bagbassa B.O, Dharmanagar College B.O, Dhupirbond B.O, East Huruah B.O, East Kamesawar B.O, Kakrirpar B.O, Kameswargaon B.O, Krishnapur B.O, Lalcherra Colony B.O, Radhapur B.O, South Ganganagar B.O, Tripura Ganganagar B.O, Zaithang B.O, Dharmanagar Bazar B.O, Padmapur B.O"
799254,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Halflongcherra S.O, Baithangbari B.O, Balidhum B.O, Dewanpassa B.O, Jubarajnagar B.O, Paschim Radhapur B.O, Rajnagar Laxmipur B.O"
799256,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Tripura Damcherra S.O, Kacharicherra B.O, Khedacherra B.O, Narendranagar B.O, Piplacherra B.O"
799260,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Panisagar S.O, Agnipassa B.O, Bilthai B.O, Deocherra B.O, Indurail B.O, Jalabazar B.O, Jalebassa B.O, Janata College B.O, Juri R.F B.O, North Padmabil B.O, Padmabil B.O, Pekucherr B.O, Rahumcherra B.O, Rowabazar B.O, Tilthai B.O, Tilthai Nutanbazar B.O, Ujan Sailenbari B.O, Uptakhali B.O, West Panisagar B.O, Noagang B.O"
799261,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Kadamtala S.O (North Tripura), Amtilla B.O, Brajendranagar B.O, Kalagangar Par B.O, Kurit B.O, Pearacherra B.O, Premtala B.O, Rakhalgang B.O, Ranibari B.O, Sarala B.O, Tarakpur B.O"
799262,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Churaibari S.O, Balicherra B.O, Fulbari B.O, Kheranjuri B.O, Sanicherra B.O"
799263,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Pecharthal S.O, Andharcherra B.O, Dhanicherra B.O, Govidabari B.O, Karaicherra B.O, Krishnatilla B.O, Machmara B.O, Nabincherra B.O, Nalkata B.O, Ramgunapara B.O, Ugalcherra B.O"
799264,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Kumarghat S.O, Bhatisonaimuri B.O, Darchai B.O, East Kanchanbari B.O, Notting Chedrra B.O, Pabiacherra B.O, Sayedabari B.O, South Unokoti B.O"
799266,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Kanchancherra, Karamcherra B.O, West Nalkata B.O, Betcherra B.O, Purba Betcherra B.O"
799269,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Jampui S.O, Belianchief B.O, Hmungchuan B.O, Hmunpui B.O, Kalagong B.O, Kangrai B.O, Phuldengsai B.O, Sabual B.O, Sailo B.O, Tlangsang B.O"
799270,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Kanchanpur S.O (North Tripura), Joyasree B.O, Laljuri B.O, Satnala B.O, Sibnagar B.O, Suknacherra B.O"
799271,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Dasdabazar S.O, Anandabazar B.O, Barhaldi B.O, Garchirampara B.O, Kalapania B.O, Sakhan Serhmun B.O, Tuichama B.O"
799273,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Chailengta S.O, Bindulal Karbaripara B.O, Chawmanu B.O, Durgacherra B.O, Laldingabari B.O, Manikpur B.O, Natinmanu B.O"
799275,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Manughat S.O, Demchedrra Colony B.O, Dhumacherra B.O, East Masli B.O, Jamircherra B.O, Karatichesdrra B.O, Longtharai B.O, Mainerma B.O, Maslicherra B.O, Sindhukumarpara B.O"
799277,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Kailashahar S.O, Bhadrapally B.O, Chandipur B.O, Gulakpur T.E B.O, Ichabpur B.O, Kalishahan B.O, Manuvelly B.O, Noorpur B.O, Rangrung B.O, Sadhanasram B.O, Samrurpar B.O, Sreerampur B.O, Jamtolibari B.O, Panichowkibazar S.O, Tapaspalli B.O"
799278,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Salema S.O, Kachucherra B.O, Maharani Bus Stop B.O, Mechuria B.O, Mendihaor B.O, Paschim Dalucherra B.O"
799279,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Paiturbazar S.O, Gournagar SO, Bhagabannagar B.O, Chantail B.O, Chinibagan B.O, Deora Cherra B.O, Goldharpur B.O, Gournagar B.O, Kirtantali B.O, Zarultali B.O, Kailashahar Air Port B.O"
799280,North Eastern Circle,Shillong HQ Region,Dharmanagar Division,"Sonamukhi S.O (North Tripura), Balehar B.O, Birchandranagar B.O, Dalugaon B.O, Dhanbilash B.O, Fultali B.O, Jagannathpur B.O, Pechardahar B.O"
