pincode,circle,region,division,offices
796410,North Eastern Circle,North Eastern Region,Mizoram Division,"Dapchhuah B.O, Lengpui B.O, Mualkhang B.O, Ptc Lungverh B.O, Rawpuichhip B.O, Sairang S.O"
796421,North Eastern Circle,North Eastern Region,Mizoram Division,"Lengpui Airport S.O, Hmunpui B.O"
796431,North Eastern Circle,North Eastern Region,Mizoram Division,"Phaileng S.O, Damparengpui B.O, Hnahva B.O, Khawhnai B.O, Lallen B.O, Marpara B.O, N.Chhippui B.O, Parvatui B.O, Phuldungsei B.O, Pukzing B.O, Saithah B.O, Silsury B.O, Tuipuibari B.O, Tuipuibari II B.O"
796441,North Eastern Circle,North Eastern Region,Mizoram Division,"Mamit S.O, Dampui B.O, Darlak B.O, Kawrtethawveng B.O, N.Sabual B.O, Serhmun B.O, Tlangkhang B.O, Tuidam B.O"
796470,North Eastern Circle,North Eastern Region,Mizoram Division,"Kawrthah S.O, Boraibazar B.O, Hriphaw B.O, Kanhmunbazar B.O, Lushaicherra B.O, Momcherra B.O, Zamuang B.O, Zawlnuam B.O, Rengdil B.O"
796471,North Eastern Circle,North Eastern Region,Mizoram Division,Zawlnuam S.O
796501,North Eastern Circle,North Eastern Region,Mizoram Division,"Reiek S.O, Ailawng B.O, Darlung B.O, Kanghmun B.O, Khawrihnim B.O, Lungdar 'W' B.O, Rulpuihlim B.O, S.Sabual B.O"
796571,North Eastern Circle,North Eastern Region,Mizoram Division,"Hnahthial S.O, Aithur B.O, Chawngtui B.O, Cherhlun B.O, Darzo B.O, Leite B.O, Lungleng 's' B.O, Muallianpui B.O, Pangzawl B.O, Rawpui B.O, S.Vanlaiphai B.O, Tarpho B.O, Thiltlang B.O, Tuipui 'D' B.O, Thingsai B.O, Bualpui H B.O"
796581,North Eastern Circle,North Eastern Region,Mizoram Division,"Thingsai S.O, Bualpui H B.O"
796691,North Eastern Circle,North Eastern Region,Mizoram Division,"Zotlang S.O, Haulawng B.O, Hnahchang B.O, Mualthuam 'N' B.O, Pukpui B.O, Ramlaitui B.O, Serkawn B.O, Ralvawng B.O, Zohnuai B.O"
796701,North Eastern Circle,North Eastern Region,Mizoram Division,"Lunglei S.O, Bualte B.O, Buarpui B.O, Changpui B.O, Hauruang B.O, Hrangchalkawn B.O, Lungchem B.O, Lunglawn B.O, Mualcheng 'S' B.O, Sazaikawn B.O, Sertlangpui B.O, Tawipui 'N' B.O, Tawipui 'S' B.O, Theiriat B.O, Thenhlum B.O, Thingfal B.O, Thualthu B.O, Thuampui B.O, Vaisam B.O, Vanhne B.O, Zobawk B.O, Bunghmun B.O, Belthei B.O, Darngawn 'W' B.O, Kawnpui 'W' B.O, Lungrang 'S' B.O, Lungsen B.O, Phairuangkai B.O, Rangte B.O, Rualalung B.O, Sachan B.O, Sesawm B.O, Zawlpui B.O, Chandmary B.O, Kikawn B.O"
796710,North Eastern Circle,North Eastern Region,Mizoram Division,"Bunghmun S.O, Darngawn 'W' B.O, Kawnpui 'W' B.O, Laisawral B.O, Sachan B.O, Sesawm B.O"
796751,North Eastern Circle,North Eastern Region,Mizoram Division,"Tlabung S.O, Diblibagh B.O, Kajoisury B.O, Nunsury B.O, Puankhai B.O, S.Chawilung B.O, Tiperaghat B.O, Tuikawi B.O, Zodin B.O, Tuichawng B.O"
796770,North Eastern Circle,North Eastern Region,Mizoram Division,"Chawngte S.O, Ajasora B.O, Borapansury B.O, Jarulsury B.O, Saizawh B.O, Sumsilui B.O, Udaisury B.O, Udalthana B.O, LawngtlB.O, Kamalanagar B.O"
796772,North Eastern Circle,North Eastern Region,Mizoram Division,Kamalanagar S.O (Lawngtlai)
796810,North Eastern Circle,North Eastern Region,Mizoram Division,Sangau S.O
796891,North Eastern Circle,North Eastern Region,Mizoram Division,"Lawngtlai S.O, Balhlakawn B.O, Bungtlang 'S' B.O, Chamdur B.O, Diltlang B.O, Karlui B.O, Kawlchaw 'W' B.O, Mampui B.O, Mualbukawn B.O, New Jagnasury B.O, Ngengpuikai B.O, Paithar B.O, Parva B.O, Rulkual B.O, Sabualtlang B.O, Tuisentlang B.O, Tuithumhnar B.O, Vaseitlang B.O, Vathuampui B.O"
796901,North Eastern Circle,North Eastern Region,Mizoram Division,"Pangkhua B.O, Laki B.O, Serkawr B.O, Sangau B.O, Tuisih B.O, Lawngban B.O, Phura B.O, Vahai B.O, Zawngling B.O, Tuipang B.O, Saiha S.O, Bualpui 'ng' B.O, Chakhang B.O, Chapui B.O, Chhuarlung B.O, Fungkah B.O, Lungbun B.O, Lungpher 'S' B.O, New Maubawk B.O, Niawhtlang B.O, Rawmibawk B.O, Siata B.O, Theiva B.O, Tuipuiferry B.O, Vawmbuk B.O, Tongkolong B.O, Khopai B.O, Latawh B.O, Lungtian B.O, Cheural B.O"
797001,North Eastern Circle,North Eastern Region,Nagaland Division,Kohima H.O
797002,North Eastern Circle,North Eastern Region,Nagaland Division,"Kohima Science College S.O, Jotsoma B.O, Khonoma B.O, Mezoma B.O, Poilwa B.O"
797003,North Eastern Circle,North Eastern Region,Nagaland Division,"Kohima Village S.O, Chakhabama B.O, Chedema B.O, Ciesema B.O, Dihoma B.O, Kizocha B.O, Rusoma B.O"
797004,North Eastern Circle,North Eastern Region,Nagaland Division,"New Sectt Complex S.O, Thizama B.O"
797006,North Eastern Circle,North Eastern Region,Nagaland Division,"Jakhama S.O, Khuzama B.O, Kigwema B.O, Mima B.O, Viswema B.O, Kidima B.O"
797099,North Eastern Circle,North Eastern Region,Nagaland Division,Bhandari S.O
797101,North Eastern Circle,North Eastern Region,Nagaland Division,"Peren S.O, Mbaulwa B.O, N.Song B.O, Nchongram B.O, Tening B.O"
797103,North Eastern Circle,North Eastern Region,Nagaland Division,"Chumukedima S.O, Khopoanaula B.O, Mhaikam B.O, Nihekhu B.O, P C College B.O, Pimla B.O, Tenyiphe B.O"
797104,North Eastern Circle,North Eastern Region,Nagaland Division,"Chozuba S.O, Chetheba B.O, Dzulhami B.O, Kilomi B.O, Phugwu B.O, Runguzumi B.O, Thevopesumi B.O, Yoribami B.O"
797105,North Eastern Circle,North Eastern Region,Nagaland Division,"Chiechama S.O, Botsa B.O, Chiephobozou B.O, Mishilimi B.O, Tuophema B.O, Zhadima B.O"
797106,North Eastern Circle,North Eastern Region,Nagaland Division,"Medziphema S.O, Agri College B.O, Jharnapani B.O, Khaibung B.O, Maova B.O, Molvom B.O, Pherima B.O, Piphima B.O, Punglwa B.O, Sirhima B.O, Razaphema B.O"
797107,North Eastern Circle,North Eastern Region,Nagaland Division,"Chizami Village B.O, Pfutsero S.O, Thechulumi B.O, Khezhakeno B.O, Kikruma B.O, Mesolumi B.O, Phesachuduma B.O, Porba B.O, Sakraba B.O, Tekhouba B.O, Thipuzumi B.O, Zuketsa B.O, Zhavame B.O, Zhamai B.O, Chizami Town B.O"
797108,North Eastern Circle,North Eastern Region,Nagaland Division,"Middle Khomi B.O, Phek S.O, Ketsapo B.O, Khuzami B.O, Losami B.O, Lozaphema B.O, Old Phek B.O"
797109,North Eastern Circle,North Eastern Region,Nagaland Division,"Tseminyu S.O, Asukika B.O, Chatashi B.O, Ghathashi B.O, Kandinu B.O, Lazami B.O, Nisenyu B.O, Ehunnu B.O, Phenshunyu B.O, Phenwhenyu B.O, Pughoboto B.O, Sendenyu B.O, Tesophenyu B.O, Tseminyu Old Town B.O, Tsosesunyu B.O, Zephenyu B.O"
797110,North Eastern Circle,North Eastern Region,Nagaland Division,"Zalukie S.O, Athibung B.O, Bongkholong B.O, Gaili B.O, Jalukie 'B' B.O, Khelma B.O, Lilen B.O, Mhainamtsi B.O, New Jalukie B.O, Samjiuram B.O"
797111,North Eastern Circle,North Eastern Region,Nagaland Division,"Wokha S.O, Aitepyong B.O, Longtsung B.O, Lotsu B.O, Moilan B.O, Pangti B.O, Sanis B.O, Sungro B.O, Yamhon B.O, Baghty B.O, Bhandari B.O, Chukitong B.O, Elumnyu B.O, Englan B.O, Humtsu B.O, Mekhukla B.O, N. Longidong B.O, Nyiro B.O, Pongitong B.O, Tsungtsutong B.O, Wokha Village B.O, Wozhru B.O, Yikhum B.O, Doyang B.O"
797112,North Eastern Circle,North Eastern Region,Nagaland Division,"Dimapur S.O, Doyapur B.O, Hening Kunglwa B.O, Jalukiekam B.O, Kuda B.O, Nuiland B.O, Phaipijan B.O, Ralan B.O, Singrijan B.O, Yampha B.O, Seluophe BO, Khermahal B.O"
797113,North Eastern Circle,North Eastern Region,Nagaland Division,"New Nepaligaon S.O, Industrial Estate B.O, Lengrijan B.O, D.C Complex B.O, Duncan Basti B.O, Nst Colony B.O"
797114,North Eastern Circle,North Eastern Region,Nagaland Division,"Meluri S.O, Akhegwo B.O, Hutsu B.O, Lephori B.O, Pungkhuri B.O, Wazhiho B.O"
